i1	00001740-a	1
i2	00002062-a	1
i3	00002287-a	1
i4	00002493-a	1
i7	00002687-a	1
i8	00002856-a	1
i10	00003469-a	1
i12	00003588-a	1
i14	00004064-a	1
i15	00004364-a	1
i16	00004481-a	1
i17	00004816-a	1
i18	00004924-a	1
i19	00005018-a	1
i20	00005143-a	1
i21	00005288-a	1
i2949	00005386-a	0.421
i10234	00005386-a	0.579
i22	00005515-a	1
i2930	00005837-a	1
i23	00005944-a	1
i24	00006025-a	1
i4026	00006144-a	0.352
i4048	00006144-a	0.648
i25	00006265-a	1
i26	00006368-a	1
i2225	00006535-a	0.995
i10105	00006887-a	1
i27	00007066-a	1
i17079	00007222-a	1
i28	00007517-a	1
i29	00007608-a	1
i30	00007880-a	1
i31	00007988-a	1
i32	00008223-a	1
i35	00008317-a	1
i36	00008449-a	1
i37	00008565-a	1
i38	00008724-a	1
i39	00008904-a	1
i40	00009087-a	1
i41	00009239-a	1
i42	00009378-a	1
i11004	00009521-a	1
i43	00009657-a	1
i44	00009940-a	1
i45	00010222-a	1
i46	00010404-a	1
i47	00010710-a	1
i48	00011117-a	1
i49	00011251-a	1
i50	00011404-a	1
i51	00011658-a	1
i52	00011807-a	1
i53	00012073-a	1
i54	00012300-a	1
i55	00012560-a	1
i56	00012800-a	1
i57	00013009-a	1
i59	00013216-a	1
i16495	00013498-a	1
i60	00013608-a	1
i61	00013825-a	1
i62	00014012-a	1
i63	00014429-a	1
i64	00014561-a	1
i65	00014897-a	1
i66	00015044-a	1
i67	00015183-a	1
i68	00015344-a	1
i69	00015455-a	1
i70	00015586-a	1
i71	00015684-a	1
i73	00015817-a	1
i74	00015911-a	1
i75	00015996-a	1
i76	00016199-a	1
i78	00016296-a	1
i79	00016528-a	1
i80	00016653-a	1
i81	00016794-a	1
i4073	00016993-a	1
i82	00017083-a	1
i7511	00017467-a	1
i83	00017594-a	1
i81	00017688-a	1
i83	00018039-a	1
i84	00018244-a	1
i85	00018513-a	1
i13482	00018612-a	1
i86	00018716-a	1
i87	00018929-a	1
i88	00019078-a	1
i89	00019326-a	1
i13485	00019589-a	1
i964	00019699-a	1
i8011	00020202-a	1
i90	00020300-a	1
i91	00020518-a	1
i92	00020656-a	1
i93	00020860-a	1
i94	00021124-a	1
i95	00021389-a	1
i7153	00021505-a	1
