i1	00001740-a	1
i2	00002098-a	1
i3	00002312-a	1
i4	00002527-a	1
i5	00002730-a	1
i6	00002843-a	1
i7	00002956-a	1
i8	00003131-a	1
i9	00003356-a	1
i10	00003552-a	1
i11	00003681-a	1
i12	00003810-a	1
i13	00003920-a	1
i14	00004152-a	1
i15	00004277-a	1
i16	00004394-a	1
i17	00004596-a	1
i18	00004704-a	1
i19	00004798-a	1
i20	00004961-a	1
i21	00005088-a	1
i22	00005186-a	1
i2930	00005472-a	1
i23	00005579-a	1
i24	00005705-a	1
i4026	00005824-a	0.352
i4048	00005824-a	0.648
i25	00005963-a	1
i26	00006084-a	1
i27	00006277-a	1
i17079	00006433-a	1
i28	00006607-a	1
i29	00006698-a	1
i30	00007139-a	1
i31	00007247-a	1
i32	00007458-a	1
i33	00007570-a	1
i34	00007693-a	1
i35	00007878-a	1
i36	00008059-a	1
i37	00008175-a	1
i38	00008352-a	1
i39	00008550-a	1
i40	00008769-a	1
i41	00008921-a	1
i42	00009060-a	1
i11004	00009221-a	1
i43	00009357-a	1
i44	00009658-a	1
i45	00009958-a	1
i46	00010212-a	1
i47	00010572-a	1
i48	00010979-a	1
i49	00011131-a	1
i50	00011320-a	1
i51	00011754-a	1
i52	00011921-a	1
i53	00012241-a	1
i54	00012333-a	1
i55	00012611-a	1
i56	00012902-a	1
i57	00013211-a	1
i59	00013436-a	1
i16495	00013736-a	1
i60	00013882-a	1
i61	00014102-a	1
i62	00014327-a	1
i63	00014834-a	1
i64	00014966-a	1
i65	00015428-a	1
i66	00015667-a	1
i67	00015817-a	1
i68	00016050-a	1
i69	00016159-a	1
i70	00016290-a	1
i71	00016424-a	1
i72	00016575-a	1
i73	00016705-a	1
i74	00016817-a	1
i75	00016920-a	1
i76	00017102-a	1
i77	00017217-a	1
i11716	00017326-a	1
i78	00017462-a	1
i79	00017730-a	1
i80	00017892-a	1
i81	00018058-a	1
i82	00018215-a	1
i83	00018394-a	1
i84	00018488-a	1
i85	00018775-a	1
i86	00018928-a	1
i87	00019141-a	1
i88	00019290-a	1
i89	00019556-a	1
i964	00019837-a	1
i10278	00020358-a	1
i8011	00020484-a	1
i90	00020603-a	1
i91	00020839-a	1
i92	00020995-a	1
i93	00021221-a	1
i94	00021503-a	1
i95	00021768-a	1
i7153	00021888-a	1
i96	00022010-a	1
i7157	00022179-a	1
i97	00022367-a	1
i98	00022604-a	1
i99	00022744-a	1
i100	00023067-a	1
i101	00023360-a	1
i102	00023549-a	1
i103	00023723-a	1
i104	00024176-a	1
i105	00024394-a	1
i106	00024637-a	1
i107	00024809-a	1
i108	00024919-a	1
i109	00025084-a	1
i110	00025242-a	1
i111	00025339-a	1
i112	00025614-a	1
i113	00025813-a	1
i114	00025957-a	1
i115	00026059-a	1
i116	00026235-a	1
i117	00026437-a	1
i118	00026652-a	1
i119	00026814-a	1
i120	00026956-a	1
i121	00027056-a	1
i122	00027288-a	1
i123	00027433-a	1
i124	00027528-a	1
i125	00027851-a	1
i126	00027968-a	1
