i1	00001740-a	1
i2	00002062-a	1
i3	00002287-a	1
i4	00002493-a	1
i7	00002687-a	1
i8	00002856-a	1
i10	00003469-a	1
i12	00003588-a	1
i14	00004064-a	1
i15	00004364-a	1
i16	00004481-a	1
i17	00004816-a	1
i18	00004924-a	1
i19	00005018-a	1
i20	00005143-a	1
i21	00005288-a	1
i2949	00005386-a	0.421
i10234	00005386-a	0.579
i22	00005515-a	1
i2930	00005837-a	1
i23	00005944-a	1
i24	00006025-a	1
i4026	00006144-a	0.352
i4048	00006144-a	0.648
i25	00006265-a	1
i26	00006368-a	1
i2225	00006535-a	0.995
i10105	00006887-a	1
i27	00007066-a	1
i17079	00007222-a	1
i28	00007517-a	1
i29	00007608-a	1
i30	00007880-a	1
i31	00007988-a	1
i32	00008223-a	1
i35	00008317-a	1
i36	00008462-a	1
i37	00008578-a	1
i38	00008737-a	1
i39	00008917-a	1
i40	00009100-a	1
i41	00009252-a	1
i42	00009391-a	1
i11004	00009534-a	1
i43	00009670-a	1
i44	00009953-a	1
i45	00010235-a	1
i46	00010417-a	1
i47	00010723-a	1
i48	00011130-a	1
i49	00011264-a	1
i50	00011417-a	1
i51	00011671-a	1
i52	00011820-a	1
i53	00012086-a	1
i54	00012313-a	1
i55	00012573-a	1
i56	00012813-a	1
i57	00013022-a	1
i59	00013229-a	1
i16495	00013511-a	1
i60	00013621-a	1
i61	00013838-a	1
i62	00014025-a	1
i63	00014460-a	1
i64	00014592-a	1
i65	00014928-a	1
i66	00015075-a	1
i67	00015214-a	1
i68	00015375-a	1
i69	00015486-a	1
i70	00015617-a	1
i71	00015715-a	1
i73	00015848-a	1
i74	00015942-a	1
i75	00016027-a	1
i76	00016230-a	1
i11716	00016327-a	1
i78	00016462-a	1
i79	00016694-a	1
i80	00016819-a	1
i81	00016960-a	1
i4073	00017159-a	1
i82	00017249-a	1
i7511	00017633-a	1
i83	00017760-a	1
i81	00017854-a	1
i83	00018205-a	1
i84	00018410-a	1
i85	00018679-a	1
i13482	00018778-a	1
i86	00018882-a	1
i87	00019095-a	1
i88	00019244-a	1
i89	00019492-a	1
i13485	00019755-a	1
i964	00019865-a	1
i8011	00020368-a	1
i90	00020466-a	1
i91	00020684-a	1
i92	00020822-a	1
i93	00021040-a	1
i94	00021304-a	1
i95	00021569-a	1
