i1	00001742-a	1
i2	00002064-a	1
i3	00002289-a	1
i4	00002495-a	1
i7	00002689-a	1
i8	00002858-a	1
i10	00003471-a	1
i12	00003590-a	1
i14	00004066-a	1
i15	00004366-a	1
i16	00004483-a	1
i17	00004818-a	1
i18	00004926-a	1
i19	00005020-a	1
i20	00005145-a	1
i21	00005290-a	1
i2949	00005388-a	0.421
i10234	00005388-a	0.579
i22	00005517-a	1
i2930	00005839-a	1
i23	00005946-a	1
i24	00006027-a	1
i4026	00006146-a	0.352
i4048	00006146-a	0.648
i25	00006267-a	1
i26	00006370-a	1
i2225	00006537-a	0.995
i10105	00006889-a	1
i27	00007068-a	1
i17079	00007224-a	1
i28	00007519-a	1
i29	00007610-a	1
i30	00007882-a	1
i31	00007990-a	1
i32	00008225-a	1
i35	00008319-a	1
i36	00008464-a	1
i37	00008580-a	1
i38	00008739-a	1
i39	00008919-a	1
i40	00009102-a	1
i41	00009254-a	1
i42	00009393-a	1
i11004	00009536-a	1
i43	00009672-a	1
i44	00009955-a	1
i45	00010237-a	1
i46	00010419-a	1
i47	00010725-a	1
i48	00011132-a	1
i49	00011266-a	1
i50	00011419-a	1
i51	00011673-a	1
i52	00011822-a	1
i53	00012088-a	1
i54	00012315-a	1
i55	00012575-a	1
i56	00012815-a	1
i57	00013024-a	1
i59	00013231-a	1
i16495	00013513-a	1
i60	00013623-a	1
i61	00013840-a	1
i62	00014027-a	1
i63	00014462-a	1
i64	00014594-a	1
i65	00014930-a	1
i66	00015155-a	1
i67	00015294-a	1
i68	00015455-a	1
i69	00015566-a	1
i70	00015697-a	1
i71	00015795-a	1
i73	00015928-a	1
i74	00016022-a	1
i75	00016107-a	1
i76	00016310-a	1
i11716	00016407-a	1
i78	00016543-a	1
i79	00016775-a	1
i80	00016900-a	1
i81	00017041-a	1
i4073	00017241-a	1
i82	00017331-a	1
i7511	00017715-a	1
i83	00017842-a	1
i81	00017936-a	1
i83	00018287-a	1
i84	00018492-a	1
i85	00018761-a	1
i13482	00018860-a	1
i86	00018964-a	1
i87	00019177-a	1
i88	00019326-a	1
i89	00019574-a	1
i13485	00019837-a	1
i964	00019947-a	1
i8011	00020450-a	1
i90	00020548-a	1
i91	00020766-a	1
i92	00020904-a	1
i93	00021122-a	1
i94	00021386-a	1
i95	00021651-a	1
i7153	00021767-a	1
i96	00021889-a	1
i7157	00022058-a	1
i97	00022288-a	1
i98	00022525-a	1
i99	00022657-a	1
i100	00022962-a	1
i101	00023219-a	1
i102	00023408-a	1
i103	00023582-a	1
i104	00024017-a	1
i105	00024217-a	1
i106	00024452-a	1
i108	00024624-a	1
i109	00024789-a	1
i110	00024929-a	1
i111	00025026-a	1
i112	00025301-a	1
i113	00025481-a	1
i114	00025589-a	1
i115	00025691-a	1
i116	00025867-a	1
i117	00026069-a	1
i118	00026284-a	1
