i1	00001740-a	1
i2	00002062-a	1
i3	00002287-a	1
i4	00002502-a	1
i5	00002705-a	1
i6	00002818-a	1
i7	00002931-a	1
i8	00003106-a	1
i10	00003552-a	1
i12	00003671-a	1
i14	00004012-a	1
i15	00004187-a	1
i16	00004304-a	1
i17	00004506-a	1
i18	00004614-a	1
i19	00004708-a	1
i20	00004871-a	1
i21	00005016-a	1
i2949	00005114-a	0.421
i10234	00005114-a	0.579
i22	00005243-a	1
i2930	00005565-a	1
i23	00005672-a	1
i24	00005753-a	1
i4026	00005872-a	0.352
i4048	00005872-a	0.648
i25	00005993-a	1
i26	00006096-a	1
i2225	00006289-a	0.995
i10105	00006650-a	1
i27	00006829-a	1
i17079	00006985-a	1
i28	00007289-a	1
i29	00007380-a	1
i30	00007652-a	1
i31	00007760-a	1
i32	00007995-a	1
i35	00008089-a	1
i36	00008234-a	1
i37	00008350-a	1
i38	00008509-a	1
i39	00008689-a	1
i40	00008872-a	1
i41	00009024-a	1
i42	00009163-a	1
i11004	00009306-a	1
i43	00009442-a	1
i44	00009725-a	1
i45	00010007-a	1
i46	00010189-a	1
i47	00010495-a	1
i48	00010902-a	1
i49	00011036-a	1
i50	00011189-a	1
i51	00011443-a	1
i52	00011592-a	1
i53	00011858-a	1
i54	00012085-a	1
i55	00012345-a	1
i56	00012593-a	1
i57	00012802-a	1
i59	00013009-a	1
i16495	00013291-a	1
i60	00013401-a	1
i61	00013618-a	1
i62	00013805-a	1
i63	00014258-a	1
i64	00014390-a	1
i65	00014726-a	1
i66	00014951-a	1
i67	00015097-a	1
i68	00015258-a	1
i69	00015369-a	1
i70	00015500-a	1
i71	00015598-a	1
i73	00015731-a	1
i74	00015825-a	1
i75	00015910-a	1
i76	00016113-a	1
i77	00016210-a	1
i11716	00016301-a	1
i78	00016437-a	1
i79	00016669-a	1
i80	00016794-a	1
i81	00016942-a	1
i4073	00017142-a	1
i82	00017232-a	1
i7511	00017616-a	1
i83	00017743-a	1
i81	00017837-a	1
i83	00018188-a	1
i84	00018393-a	1
i85	00018644-a	1
i86	00018743-a	1
i87	00018956-a	1
i88	00019105-a	1
i89	00019353-a	1
i13485	00019616-a	1
i964	00019726-a	1
i10278	00020247-a	1
i8011	00020385-a	1
i90	00020504-a	1
i91	00020722-a	1
i92	00020860-a	1
